string_id,paragraph_id,rev,tr,modality,error_category,error_subcategory,error_severity,Language,error_number,error_point,kudos,neutral
230,122,R3,ECA,mt,Accuracy,Mistranslation,minor,CA,1,1,0,0
230,122,R3,ECA,mt,Fluency,Grammatical register,minor,CA,1,1,0,0
231,122,R3,ECA,mt,,,,CA,0,0,0,0
232,123,R3,ECA,mt,Accuracy,Mistranslation,minor,CA,1,1,0,0
233,123,R3,ECA,mt,Fluency,Grammatical register,minor,CA,1,1,0,0
234,123,R3,ECA,mt,Fluency,grammar,minor,CA,1,1,0,0
1,1,R3,T1,ht,Other,,Kudos,CA,0,0,1,0
2,2,R3,T1,ht,,,,CA,0,0,0,0
3,3,R3,T1,ht,Fluency,Punctuation,Minor,CA,1,1,0,0
4,4,R3,T1,ht,,,,CA,0,0,0,0
5,4,R3,T1,ht,,,,CA,0,0,0,0
6,5,R3,T1,ht,,,,CA,0,0,0,0
7,6,R3,T1,ht,,,,CA,0,0,0,0
8,7,R3,T1,ht,Accuracy,Under-translation,Minor,CA,1,1,0,0
9,7,R3,T1,ht,,,,CA,0,0,0,0
10,7,R3,T1,ht,,,,CA,0,0,0,0
11,8,R3,T1,ht,Fluency,Grammar,Neutral,CA,1,0,0,1
12,9,R3,T1,ht,,,,CA,0,0,0,0
13,9,R3,T1,ht,,,,CA,0,0,0,0
14,10,R3,T1,ht,,,,CA,0,0,0,0
15,10,R3,T1,ht,style,Unidiomatic,minor,CA,1,1,0,0
16,10,R3,T1,ht,,,,CA,0,0,0,0
17,10,R3,T1,ht,,,,CA,0,0,0,0
18,10,R3,T1,ht,Accuracy,Under-translation,minor,CA,1,1,0,0
19,11,R3,T1,ht,,,,CA,0,0,0,0
20,11,R3,T1,ht,,,,CA,0,0,0,0
21,12,R3,T1,ht,,,,CA,0,0,0,0
22,12,R3,T1,ht,,,,CA,0,0,0,0
23,12,R3,T1,ht,,,,CA,0,0,0,0
24,13,R3,T1,ht,,,,CA,0,0,0,0
25,13,R3,T1,ht,,,,CA,0,0,0,0
26,14,R3,T1,ht,,,,CA,0,0,0,0
27,15,R3,T1,ht,,,,CA,0,0,0,0
28,15,R3,T1,ht,,,,CA,0,0,0,0
29,16,R3,T1,ht,Terminology,,Neutral,CA,1,0,0,1
30,17,R3,T1,ht,,,,CA,0,0,0,0
31,18,R3,T1,ht,,,,CA,0,0,0,0
32,19,R3,T1,ht,,,,CA,0,0,0,0
33,20,R3,T1,ht,,,,CA,0,0,0,0
34,21,R3,T1,ht,,,,CA,0,0,0,0
35,22,R3,T1,ht,,,,CA,0,0,0,0
36,23,R3,T1,ht,Style,Awkward,Neutral,CA,1,0,0,1
37,24,R3,T1,ht,,,,CA,0,0,0,0
38,25,R3,T1,ht,Terminology,,neutral,CA,1,0,0,1
39,25,R3,T1,ht,,,,CA,0,0,0,0
40,26,R3,T1,ht,,,,CA,0,0,0,0
41,26,R3,T1,ht,,,,CA,0,0,0,0
42,26,R3,T1,ht,Fluency,grammar,minor,CA,1,1,0,0
43,27,R3,T1,ht,Terminology,,neutral,CA,1,0,0,1
44,28,R3,T1,ht,style,Awkward,minor,CA,1,1,0,0
45,28,R3,T1,ht,style,Awkward,neutral,CA,1,0,0,1
46,29,R3,T1,ht,Terminology,,neutral,CA,1,0,0,1
47,29,R3,T1,ht,,,,CA,0,0,0,0
48,29,R3,T1,ht,Terminology,,neutral,CA,1,0,0,1
49,30,R3,T1,ht,Terminology,,neutral,CA,1,0,0,1
50,31,R3,T1,ht,,,,CA,0,0,0,0
51,31,R3,T1,ht,,,,CA,0,0,0,0
52,31,R3,T1,ht,,,,CA,0,0,0,0
53,32,R3,T1,ht,Terminology,,neutral,CA,1,0,0,1
54,33,R3,T1,ht,,,,CA,0,0,0,0
55,33,R3,T1,ht,,,,CA,0,0,0,0
56,33,R3,T1,ht,,,,CA,0,0,0,0
57,34,R3,T1,ht,Terminology,,neutral,CA,1,0,0,1
58,35,R3,T1,ht,Style,Awkward,Neutral,CA,1,0,0,1
59,36,R3,T1,ht,Terminology,,neutral,CA,1,0,0,1
60,36,R3,T1,ht,Fluency,Punctuation,minor,CA,1,1,0,0
61,36,R3,T1,ht,,,,CA,0,0,0,0
62,37,R3,T1,ht,,,,CA,0,0,0,0
63,38,R3,T1,ht,Other,,Kudos,CA,0,0,1,0
64,39,R3,T1,ht,Terminology,,neutral,CA,1,0,0,1
65,40,R3,T1,ht,Terminology,,neutral,CA,1,0,0,1
66,40,R3,T1,ht,,,,CA,0,0,0,0
67,41,R3,T1,ht,Terminology,,neutral,CA,1,0,0,1
68,41,R3,T1,ht,,,,CA,0,0,0,0
69,41,R3,T1,ht,,,,CA,0,0,0,0
70,42,R3,T1,ht,,,,CA,0,0,0,0
71,42,R3,T1,ht,,,,CA,0,0,0,0
72,43,R3,T1,ht,Terminology,,neutral,CA,1,0,0,1
73,44,R3,T1,ht,Fluency,grammar,minor,CA,1,1,0,0
74,44,R3,T1,ht,,,,CA,0,0,0,0
75,45,R3,T1,ht,Accuracy,Mistranslation,Minor,CA,1,1,0,0
76,45,R3,T1,ht,,,,CA,0,0,0,0
77,46,R3,T1,ht,Terminology,,neutral,CA,1,0,0,1
78,47,R3,T1,ht,,,,CA,0,0,0,0
79,47,R3,T1,ht,,,,CA,0,0,0,0
80,48,R3,T1,ht,Fluency,grammar,neutral,CA,1,0,0,1
81,49,R3,T1,ht,,,,CA,0,0,0,0
82,49,R3,T1,ht,,,,CA,0,0,0,0
83,50,R3,T1,ht,,,,CA,0,0,0,0
84,50,R3,T1,ht,Other,,Kudos,CA,0,0,1,0
85,50,R3,T1,ht,,,,CA,0,0,0,0
86,51,R3,T1,ht,Other,,Kudos,CA,0,0,1,0
87,52,R3,T1,ht,,,,CA,0,0,0,0
88,53,R3,T1,ht,,,,CA,0,0,0,0
89,54,R3,T1,ht,,,,CA,0,0,0,0
90,54,R3,T1,ht,,,,CA,0,0,0,0
91,55,R3,T1,ht,,,,CA,0,0,0,0
92,55,R3,T1,ht,,,,CA,0,0,0,0
93,55,R3,T1,ht,,,,CA,0,0,0,0
94,55,R3,T1,ht,,,,CA,0,0,0,0
95,55,R3,T1,ht,,,,CA,0,0,0,0
96,55,R3,T1,ht,,,,CA,0,0,0,0
97,55,R3,T1,ht,,,,CA,0,0,0,0
98,56,R3,T1,ht,,,,CA,0,0,0,0
99,56,R3,T1,ht,,,,CA,0,0,0,0
100,56,R3,T1,ht,,,,CA,0,0,0,0
101,57,R3,T1,ht,,,,CA,0,0,0,0
102,57,R3,T1,ht,,,,CA,0,0,0,0
103,57,R3,T1,ht,,,,CA,0,0,0,0
104,58,R3,T1,ht,,,,CA,0,0,0,0
105,58,R3,T1,ht,,,,CA,0,0,0,0
106,58,R3,T1,ht,,,,CA,0,0,0,0
107,59,R3,T1,ht,,,,CA,0,0,0,0
108,59,R3,T1,ht,,,,CA,0,0,0,0
109,59,R3,T1,ht,,,,CA,0,0,0,0
110,59,R3,T1,ht,style,Awkward,minor,CA,1,1,0,0
110,59,R3,T1,ht,Fluency,Punctuation,minor,CA,1,1,0,0
111,59,R3,T1,ht,Fluency,Punctuation,minor,CA,1,1,0,0
112,59,R3,T1,ht,,,,CA,0,0,0,0
113,59,R3,T1,ht,style,Unidiomatic,minor,CA,1,1,0,0
114,60,R3,T1,ht,,,,CA,0,0,0,0
115,61,R3,T1,ht,,,,CA,0,0,0,0
116,62,R3,T1,ht,,,,CA,0,0,0,0
117,62,R3,T1,ht,,,,CA,0,0,0,0
118,63,R3,T2,ht,,,,CA,0,0,0,0
119,64,R3,T2,ht,,,,CA,0,0,0,0
120,64,R3,T2,ht,,,,CA,0,0,0,0
121,64,R3,T2,ht,,,,CA,0,0,0,0
122,64,R3,T2,ht,,,,CA,0,0,0,0
123,65,R3,T2,ht,,,,CA,0,0,0,0
124,65,R3,T2,ht,,,,CA,0,0,0,0
125,66,R3,T2,ht,,,,CA,0,0,0,0
126,66,R3,T2,ht,,,,CA,0,0,0,0
127,66,R3,T2,ht,,,,CA,0,0,0,0
128,67,R3,T2,ht,,,,CA,0,0,0,0
129,67,R3,T2,ht,,,,CA,0,0,0,0
130,68,R3,T2,ht,,,,CA,0,0,0,0
131,68,R3,T2,ht,,,,CA,0,0,0,0
132,68,R3,T2,ht,,,,CA,0,0,0,0
133,68,R3,T2,ht,,,,CA,0,0,0,0
134,68,R3,T2,ht,,,,CA,0,0,0,0
135,69,R3,T2,ht,,,,CA,0,0,0,0
136,70,R3,T2,ht,,,,CA,0,0,0,0
137,70,R3,T2,ht,Other,,Kudos,CA,0,0,1,0
138,71,R3,T2,ht,,,,CA,0,0,0,0
139,72,R3,T2,ht,style,Awkward,minor,CA,1,1,0,0
140,72,R3,T2,ht,,,,CA,0,0,0,0
141,73,R3,T2,ht,,,,CA,0,0,0,0
142,73,R3,T2,ht,Accuracy,Over-translation,minor,CA,1,1,0,0
143,74,R3,T2,ht,style,Awkward,minor,CA,1,1,0,0
144,75,R3,T2,ht,,,,CA,0,0,0,0
145,76,R3,T2,ht,,,,CA,0,0,0,0
146,76,R3,T2,ht,,,,CA,0,0,0,0
147,77,R3,T2,ht,,,,CA,0,0,0,0
148,77,R3,T2,ht,,,,CA,0,0,0,0
149,78,R3,T2,ht,,,,CA,0,0,0,0
150,79,R3,T2,ht,,,,CA,0,0,0,0
151,80,R3,T2,ht,,,,CA,0,0,0,0
152,80,R3,T2,ht,,,,CA,0,0,0,0
153,80,R3,T2,ht,,,,CA,0,0,0,0
154,80,R3,T2,ht,,,,CA,0,0,0,0
155,81,R3,T2,ht,,,,CA,0,0,0,0
156,81,R3,T2,ht,,,,CA,0,0,0,0
157,82,R3,T2,ht,,,,CA,0,0,0,0
158,82,R3,T2,ht,,,,CA,0,0,0,0
159,83,R3,T2,ht,,,,CA,0,0,0,0
160,84,R3,T2,ht,,,,CA,0,0,0,0
161,85,R3,T2,ht,,,,CA,0,0,0,0
162,85,R3,T2,ht,,,,CA,0,0,0,0
163,85,R3,T2,ht,,,,CA,0,0,0,0
164,86,R3,T2,ht,,,,CA,0,0,0,0
165,87,R3,T2,ht,,,,CA,0,0,0,0
166,88,R3,T2,ht,,,,CA,0,0,0,0
167,88,R3,T2,ht,,,,CA,0,0,0,0
168,88,R3,T2,ht,Fluency,grammar,minor,CA,1,1,0,0
169,89,R3,T2,ht,,,,CA,0,0,0,0
170,89,R3,T2,ht,,,,CA,0,0,0,0
171,90,R3,T2,ht,,,,CA,0,0,0,0
172,91,R3,T2,ht,,,,CA,0,0,0,0
173,91,R3,T2,ht,,,,CA,0,0,0,0
174,92,R3,T2,ht,,,,CA,0,0,0,0
175,93,R3,T2,ht,,,,CA,0,0,0,0
176,93,R3,T2,ht,,,,CA,0,0,0,0
177,93,R3,T2,ht,,,,CA,0,0,0,0
178,94,R3,T2,ht,,,,CA,0,0,0,0
179,95,R3,T2,ht,Fluency,grammar,neutral,CA,1,0,0,1
180,95,R3,T2,ht,,,,CA,0,0,0,0
181,96,R3,T2,ht,,,,CA,0,0,0,0
182,96,R3,T2,ht,,,,CA,0,0,0,0
183,97,R3,T2,ht,,,,CA,0,0,0,0
184,97,R3,T2,ht,,,,CA,0,0,0,0
185,98,R3,T2,ht,,,,CA,0,0,0,0
186,99,R3,T2,ht,,,,CA,0,0,0,0
187,100,R3,T2,ht,,,,CA,0,0,0,0
188,101,R3,T2,ht,,,,CA,0,0,0,0
189,102,R3,T2,ht,,,,CA,0,0,0,0
190,102,R3,T2,ht,,,,CA,0,0,0,0
191,103,R3,T2,ht,,,,CA,0,0,0,0
192,103,R3,T2,ht,style,Awkward,neutral,CA,1,0,0,1
193,103,R3,T2,ht,,,,CA,0,0,0,0
194,103,R3,T2,ht,,,,CA,0,0,0,0
195,104,R3,T2,ht,Fluency,grammar,minor,CA,1,1,0,0
196,105,R3,T2,ht,Fluency,Punctuation,minor,CA,1,1,0,0
196,105,R3,T2,ht,style,Awkward,minor,CA,1,1,0,0
197,105,R3,T2,ht,,,,CA,0,0,0,0
198,105,R3,T2,ht,,,,CA,0,0,0,0
199,105,R3,T2,ht,style,Awkward,neutral,CA,1,0,0,1
200,105,R3,T2,ht,,,,CA,0,0,0,0
201,105,R3,T2,ht,,,,CA,0,0,0,0
202,106,R3,T2,ht,,,,CA,0,0,0,0
203,107,R3,T2,ht,Fluency,Grammatical register,Minor,CA,1,1,0,0
204,108,R3,T2,ht,,,,CA,0,0,0,0
205,108,R3,T2,ht,,,,CA,0,0,0,0
206,109,R3,T2,ht,,,,CA,0,0,0,0
207,109,R3,T2,ht,,,,CA,0,0,0,0
208,109,R3,T2,ht,,,,CA,0,0,0,0
209,110,R3,T2,ht,,,,CA,0,0,0,0
210,111,R3,T2,ht,,,,CA,0,0,0,0
211,111,R3,T2,ht,style,Awkward,minor,CA,1,1,0,0
212,112,R3,T2,ht,,,,CA,0,0,0,0
213,113,R3,T2,ht,,,,CA,0,0,0,0
214,114,R3,T2,ht,,,,CA,0,0,0,0
215,114,R3,T2,ht,,,,CA,0,0,0,0
216,114,R3,T2,ht,,,,CA,0,0,0,0
217,114,R3,T2,ht,,,,CA,0,0,0,0
218,114,R3,T2,ht,,,,CA,0,0,0,0
219,115,R3,T2,ht,,,,CA,0,0,0,0
220,115,R3,T2,ht,,,,CA,0,0,0,0
221,115,R3,T2,ht,,,,CA,0,0,0,0
222,116,R3,T2,ht,,,,CA,0,0,0,0
223,117,R3,T2,ht,,,,CA,0,0,0,0
224,118,R3,T2,ht,,,,CA,0,0,0,0
225,118,R3,T2,ht,Terminology,,neutral,CA,1,0,0,1
226,119,R3,T2,ht,style,Unidiomatic,neutral,CA,1,0,0,1
227,120,R3,T2,ht,,,,CA,0,0,0,0
228,121,R3,T2,ht,,,,CA,0,0,0,0
229,121,R3,T2,ht,,,,CA,0,0,0,0
230,122,R3,T2,ht,,,,CA,0,0,0,0
231,122,R3,T2,ht,,,,CA,0,0,0,0
232,123,R3,T2,ht,,,,CA,0,0,0,0
233,123,R3,T2,ht,,,,CA,0,0,0,0
234,123,R3,T2,ht,,,,CA,0,0,0,0
1,1,R4,T4,mtpe,,,,NL,0,0,0,0
2,2,R4,T4,mtpe,,,,NL,0,0,0,0
3,3,R4,T4,mtpe,Accuracy,Addition,Minor,NL,1,1,0,0
4,4,R4,T4,mtpe,,,,NL,0,0,0,0
5,4,R4,T4,mtpe,,,,NL,0,0,0,0
6,5,R4,T4,mtpe,Accuracy,Mistranslation,Minor,NL,1,1,0,0
7,6,R4,T4,mtpe,,,,NL,0,0,0,0
8,7,R4,T4,mtpe,Accuracy,Mistranslation,Major,NL,1,5,0,0
9,7,R4,T4,mtpe,,,,NL,0,0,0,0
10,7,R4,T4,mtpe,,,,NL,0,0,0,0
11,8,R4,T4,mtpe,,,,NL,0,0,0,0
12,9,R4,T4,mtpe,,,,NL,0,0,0,0
13,9,R4,T4,mtpe,Fluency,Grammar,Minor,NL,1,1,0,0
14,10,R4,T4,mtpe,Accuracy,Mistranslation,Minor,NL,1,1,0,0
15,10,R4,T4,mtpe,,,,NL,0,0,0,0
16,10,R4,T4,mtpe,,,,NL,0,0,0,0
17,10,R4,T4,mtpe,,,,NL,0,0,0,0
18,10,R4,T4,mtpe,Accuracy,Under-translation,Minor,NL,1,1,0,0
19,11,R4,T4,mtpe,,,,NL,0,0,0,0
20,11,R4,T4,mtpe,Accuracy,Mistranslation,Neutral,NL,1,0,0,1
20,11,R4,T4,mtpe,Accuracy,Under-translation,Minor,NL,1,1,0,0
21,12,R4,T4,mtpe,Accuracy,Mistranslation,Major,NL,1,5,0,0
22,12,R4,T4,mtpe,Fluency,Grammar,Minor,NL,1,1,0,0
22,12,R4,T4,mtpe,Accuracy,Mistranslation,Minor,NL,1,1,0,0
23,12,R4,T4,mtpe,Accuracy,Mistranslation,Minor,NL,1,1,0,0
24,13,R4,T4,mtpe,,,,NL,0,0,0,0
25,13,R4,T4,mtpe,Other,,Neutral,NL,1,0,0,1
26,14,R4,T4,mtpe,,,,NL,0,0,0,0
27,15,R4,T4,mtpe,,,,NL,0,0,0,0
28,15,R4,T4,mtpe,Style,Unidiomatic,Neutral,NL,1,0,0,1
29,16,R4,T4,mtpe,Accuracy,Mistranslation,Minor,NL,1,1,0,0
30,17,R4,T4,mtpe,Fluency,Grammar,Minor,NL,1,1,0,0
31,18,R4,T4,mtpe,,,,NL,0,0,0,0
32,19,R4,T4,mtpe,,,,NL,0,0,0,0
33,20,R4,T4,mtpe,,,,NL,0,0,0,0
34,21,R4,T4,mtpe,Style,Unidiomatic,Minor,NL,1,1,0,0
35,22,R4,T4,mtpe,Other,,Kudos,NL,0,0,1,0
36,23,R4,T4,mtpe,,,,NL,0,0,0,0
37,24,R4,T4,mtpe,,,,NL,0,0,0,0
38,25,R4,T4,mtpe,,,,NL,0,0,0,0
39,25,R4,T4,mtpe,Style,Unidiomatic,Neutral,NL,1,0,0,1
40,26,R4,T4,mtpe,Style,Unidiomatic,Neutral,NL,1,0,0,1
41,26,R4,T4,mtpe,Accuracy,Mistranslation,Minor,NL,1,1,0,0
42,26,R4,T4,mtpe,,,,NL,0,0,0,0
43,27,R4,T4,mtpe,,,,NL,0,0,0,0
44,28,R4,T4,mtpe,Accuracy,Under-translation,Minor,NL,1,1,0,0
45,28,R4,T4,mtpe,,,,NL,0,0,0,0
46,29,R4,T4,mtpe,,,,NL,0,0,0,0
47,29,R4,T4,mtpe,Accuracy,Under-translation,Minor,NL,1,1,0,0
47,29,R4,T4,mtpe,Accuracy,Mistranslation,Major,NL,1,5,0,0
48,29,R4,T4,mtpe,Accuracy,Under-translation,Minor,NL,1,1,0,0
48,29,R4,T4,mtpe,Accuracy,Untranslated,Minor,NL,1,1,0,0
49,30,R4,T4,mtpe,Style,Awkward,Minor,NL,1,1,0,0
49,30,R4,T4,mtpe,Accuracy,Mistranslation,Minor,NL,1,1,0,0
50,31,R4,T4,mtpe,,,,NL,0,0,0,0
51,31,R4,T4,mtpe,Fluency,Grammar,Neutral,NL,1,0,0,1
52,31,R4,T4,mtpe,,,,NL,0,0,0,0
53,32,R4,T4,mtpe,,,,NL,0,0,0,0
54,33,R4,T4,mtpe,Accuracy,Under-translation,Minor,NL,1,1,0,0
55,33,R4,T4,mtpe,,,,NL,0,0,0,0
56,33,R4,T4,mtpe,Style,Unidiomatic,Neutral,NL,1,0,0,1
57,34,R4,T4,mtpe,Accuracy,Omission,Minor,NL,1,1,0,0
58,35,R4,T4,mtpe,,,,NL,0,0,0,0
59,36,R4,T4,mtpe,,,,NL,0,0,0,0
60,36,R4,T4,mtpe,Fluency,Grammatical register,Minor,NL,1,1,0,0
60,36,R4,T4,mtpe,Fluency,Grammatical register,Neutral,NL,1,0,0,1
61,36,R4,T4,mtpe,Style,Unidiomatic,Minor,NL,1,1,0,0
61,36,R4,T4,mtpe,Other,,Major,NL,1,5,0,0
62,37,R4,T4,mtpe,,,,NL,0,0,0,0
63,38,R4,T4,mtpe,Style,Awkward,Minor,NL,1,1,0,0
63,38,R4,T4,mtpe,Accuracy,Mistranslation,Minor,NL,1,1,0,0
63,38,R4,T4,mtpe,Fluency,Spelling,Minor,NL,1,1,0,0
64,39,R4,T4,mtpe,Other,,Neutral,NL,1,0,0,1
64,39,R4,T4,mtpe,Accuracy,Untranslated,Neutral,NL,1,0,0,1
65,40,R4,T4,mtpe,,,,NL,0,0,0,0
66,40,R4,T4,mtpe,,,,NL,0,0,0,0
67,41,R4,T4,mtpe,,,,NL,0,0,0,0
68,41,R4,T4,mtpe,,,,NL,0,0,0,0
69,41,R4,T4,mtpe,Accuracy,Mistranslation,Minor,NL,1,1,0,0
70,42,R4,T4,mtpe,,,,NL,0,0,0,0
71,42,R4,T4,mtpe,Other,,Neutral,NL,1,0,0,1
72,43,R4,T4,mtpe,,,,NL,0,0,0,0
73,44,R4,T4,mtpe,,,,NL,0,0,0,0
74,44,R4,T4,mtpe,,,,NL,0,0,0,0
75,45,R4,T4,mtpe,Accuracy,Mistranslation,Minor,NL,1,1,0,0
76,45,R4,T4,mtpe,Accuracy,Mistranslation,Minor,NL,1,1,0,0
77,46,R4,T4,mtpe,Accuracy,Mistranslation,Minor,NL,1,1,0,0
77,46,R4,T4,mtpe,Accuracy,Over-translation,Neutral,NL,1,0,0,1
78,47,R4,T4,mtpe,Accuracy,Mistranslation,Minor,NL,1,1,0,0
79,47,R4,T4,mtpe,Fluency,Grammar,Major,NL,1,5,0,0
80,48,R4,T4,mtpe,Style,Awkward,Minor,NL,1,1,0,0
81,49,R4,T4,mtpe,,,,NL,0,0,0,0
82,49,R4,T4,mtpe,,,,NL,0,0,0,0
83,50,R4,T4,mtpe,,,,NL,0,0,0,0
84,50,R4,T4,mtpe,,,,NL,0,0,0,0
85,50,R4,T4,mtpe,,,,NL,0,0,0,0
86,51,R4,T4,mtpe,Fluency,Grammar,Minor,NL,1,1,0,0
86,51,R4,T4,mtpe,Other,,Major,NL,1,5,0,0
87,52,R4,T4,mtpe,,,,NL,0,0,0,0
88,53,R4,T4,mtpe,,,,NL,0,0,0,0
89,54,R4,T4,mtpe,,,,NL,0,0,0,0
90,54,R4,T4,mtpe,Style,Unidiomatic,Neutral,NL,1,0,0,1
91,55,R4,T4,mtpe,,,,NL,0,0,0,0
92,55,R4,T4,mtpe,,,,NL,0,0,0,0
93,55,R4,T4,mtpe,,,,NL,0,0,0,0
94,55,R4,T4,mtpe,,,,NL,0,0,0,0
95,55,R4,T4,mtpe,Style,Unidiomatic,Minor,NL,1,1,0,0
96,55,R4,T4,mtpe,,,,NL,0,0,0,0
97,55,R4,T4,mtpe,Accuracy,Mistranslation,Minor,NL,1,1,0,0
98,56,R4,T4,mtpe,,,,NL,0,0,0,0
99,56,R4,T4,mtpe,Style,Unidiomatic,Neutral,NL,1,0,0,1
100,56,R4,T4,mtpe,,,,NL,0,0,0,0
101,57,R4,T4,mtpe,Accuracy,Mistranslation,Neutral,NL,1,0,0,1
101,57,R4,T4,mtpe,Fluency,Grammatical register,Minor,NL,1,1,0,0
102,57,R4,T4,mtpe,Accuracy,Mistranslation,Minor,NL,1,1,0,0
103,57,R4,T4,mtpe,,,,NL,0,0,0,0
104,58,R4,T4,mtpe,,,,NL,0,0,0,0
105,58,R4,T4,mtpe,,,,NL,0,0,0,0
106,58,R4,T4,mtpe,,,,NL,0,0,0,0
107,59,R4,T4,mtpe,,,,NL,0,0,0,0
108,59,R4,T4,mtpe,,,,NL,0,0,0,0
109,59,R4,T4,mtpe,Style,Unidiomatic,Neutral,NL,1,0,0,1
110,59,R4,T4,mtpe,Other,,Kudos,NL,0,0,1,0
111,59,R4,T4,mtpe,Style,Inconsistent style,Minor,NL,1,1,0,0
111,59,R4,T4,mtpe,Fluency,Grammar,Neutral,NL,1,0,0,1
112,59,R4,T4,mtpe,,,,NL,0,0,0,0
113,59,R4,T4,mtpe,,,,NL,0,0,0,0
114,60,R4,T4,mtpe,Accuracy,Over-translation,Minor,NL,1,1,0,0
114,60,R4,T4,mtpe,Style,Unidiomatic,Minor,NL,1,1,0,0
114,60,R4,T4,mtpe,Accuracy,Omission,Minor,NL,1,1,0,0
115,61,R4,T4,mtpe,,,,NL,0,0,0,0
116,62,R4,T4,mtpe,Other,,Kudos,NL,0,0,1,0
117,62,R4,T4,mtpe,,,,NL,0,0,0,0
118,63,R4,T3,mtpe,Accuracy,Omission,Minor,NL,1,1,0,0
119,64,R4,T3,mtpe,,,,NL,0,0,0,0
120,64,R4,T3,mtpe,Accuracy,Omission,Minor,NL,1,1,0,0
121,64,R4,T3,mtpe,,,,NL,0,0,0,0
122,64,R4,T3,mtpe,,,,NL,0,0,0,0
123,65,R4,T3,mtpe,,,,NL,0,0,0,0
124,65,R4,T3,mtpe,Accuracy,Mistranslation,Major,NL,1,5,0,0
125,66,R4,T3,mtpe,Style,Unidiomatic,Neutral,NL,1,0,0,1
126,66,R4,T3,mtpe,Accuracy,Mistranslation,Minor,NL,1,1,0,0
127,66,R4,T3,mtpe,Style,Awkward,Minor,NL,1,1,0,0
128,67,R4,T3,mtpe,Fluency,Grammar,Minor,NL,1,1,0,0
129,67,R4,T3,mtpe,Style,Unidiomatic,Minor,NL,1,1,0,0
130,68,R4,T3,mtpe,,,,NL,0,0,0,0
131,68,R4,T3,mtpe,,,,NL,0,0,0,0
132,68,R4,T3,mtpe,,,,NL,0,0,0,0
133,68,R4,T3,mtpe,,,,NL,0,0,0,0
134,68,R4,T3,mtpe,Style,Unidiomatic,Neutral,NL,1,0,0,1
135,69,R4,T3,mtpe,,,,NL,0,0,0,0
136,70,R4,T3,mtpe,,,,NL,0,0,0,0
137,70,R4,T3,mtpe,,,,NL,0,0,0,0
138,71,R4,T3,mtpe,,,,NL,0,0,0,0
139,72,R4,T3,mtpe,,,,NL,0,0,0,0
140,72,R4,T3,mtpe,,,,NL,0,0,0,0
141,73,R4,T3,mtpe,,,,NL,0,0,0,0
142,73,R4,T3,mtpe,,,,NL,0,0,0,0
143,74,R4,T3,mtpe,,,,NL,0,0,0,0
144,75,R4,T3,mtpe,,,,NL,0,0,0,0
145,76,R4,T3,mtpe,Style,Unidiomatic,Minor,NL,1,1,0,0
146,76,R4,T3,mtpe,,,,NL,0,0,0,0
147,77,R4,T3,mtpe,,,,NL,0,0,0,0
148,77,R4,T3,mtpe,,,,NL,0,0,0,0
149,78,R4,T3,mtpe,,,,NL,0,0,0,0
150,79,R4,T3,mtpe,,,,NL,0,0,0,0
151,80,R4,T3,mtpe,,,,NL,0,0,0,0
152,80,R4,T3,mtpe,Fluency,Grammar,Minor,NL,1,1,0,0
153,80,R4,T3,mtpe,Fluency,Grammar,Minor,NL,1,1,0,0
154,80,R4,T3,mtpe,,,,NL,0,0,0,0
155,81,R4,T3,mtpe,Other,,Neutral,NL,1,0,0,1
156,81,R4,T3,mtpe,Style,Unidiomatic,Minor,NL,1,1,0,0
157,82,R4,T3,mtpe,,,,NL,0,0,0,0
158,82,R4,T3,mtpe,,,,NL,0,0,0,0
159,83,R4,T3,mtpe,,,,NL,0,0,0,0
160,84,R4,T3,mtpe,,,,NL,0,0,0,0
161,85,R4,T3,mtpe,,,,NL,0,0,0,0
162,85,R4,T3,mtpe,,,,NL,0,0,0,0
163,85,R4,T3,mtpe,,,,NL,0,0,0,0
164,86,R4,T3,mtpe,,,,NL,0,0,0,0
165,87,R4,T3,mtpe,,,,NL,0,0,0,0
166,88,R4,T3,mtpe,Accuracy,Mistranslation,Minor,NL,1,1,0,0
166,88,R4,T3,mtpe,Style,Unidiomatic,Minor,NL,1,1,0,0
167,88,R4,T3,mtpe,,,,NL,0,0,0,0
168,88,R4,T3,mtpe,Style,Unidiomatic,Neutral,NL,1,0,0,1
169,89,R4,T3,mtpe,Accuracy,Mistranslation,Minor,NL,1,1,0,0
170,89,R4,T3,mtpe,Accuracy,Addition,Minor,NL,1,1,0,0
170,89,R4,T3,mtpe,Style,Unidiomatic,Minor,NL,1,1,0,0
171,90,R4,T3,mtpe,Accuracy,Mistranslation,Major,NL,1,5,0,0
172,91,R4,T3,mtpe,Fluency,Grammar,Minor,NL,1,1,0,0
173,91,R4,T3,mtpe,Accuracy,Mistranslation,Minor,NL,1,1,0,0
174,92,R4,T3,mtpe,,,,NL,0,0,0,0
175,93,R4,T3,mtpe,Accuracy,Mistranslation,Major,NL,1,5,0,0
176,93,R4,T3,mtpe,Style,Unidiomatic,Neutral,NL,1,0,0,1
177,93,R4,T3,mtpe,,,,NL,0,0,0,0
178,94,R4,T3,mtpe,,,,NL,0,0,0,0
179,95,R4,T3,mtpe,Accuracy,Mistranslation,Minor,NL,1,1,0,0
180,95,R4,T3,mtpe,,,,NL,0,0,0,0
181,96,R4,T3,mtpe,Accuracy,Mistranslation,Minor,NL,1,1,0,0
